obs,series01,ret,resid,inf,dtbill
1989M11,1989M11,2.739809916,2.406066293,0.317208831,-0.06
1989M12,1989M12,-2.209313444,-3.646270099,0.945633524,0.01
1990M01,1990M01,-2.524977694,-2.240942285,0.391389932,0.1
1990M02,1990M02,2.709436627,2.561274191,0.467654788,0.16
1990M03,1990M03,0.198859048,-0.853823787,0.233009814,-0.13
1990M04,1990M04,3.853798273,2.76536418,0.155038791,-0.03
1990M05,1990M05,3.172733762,1.37217081,0.617762582,-0.01
1990M06,1990M06,0.171265851,-0.985021472,0.460830309,-0.11
1990M07,1990M07,-7.859916766,-8.682443652,0.839379213,-0.17
1990M08,1990M08,-4.339632149,-3.219337501,0.681562654,-0.09
1990M09,1990M09,-2.313214018,-1.982389491,0.676948806,-0.19
1990M10,1990M10,2.986164474,2.807882146,0.224635063,-0.11
1990M11,1990M11,4.588896994,2.955189397,0.373274043,-0.32
1990M12,1990M12,-0.684747782,-2.690951309,0.371885888,-0.52
1991M01,1991M01,11.60694389,10.45248651,0.074211506,-0.28
1991M02,1991M02,3.044774471,-0.638069908,0,-0.03
1991M03,1991M03,2.259276172,0.456570115,0.222304649,-0.26
1991M04,1991M04,-0.178659222,-1.819337264,0.369413054,-0.19
1991M05,1991M05,0.347231408,-0.581722113,0.294551023,0.11
1991M06,1991M06,0.781439724,-0.0322868,0.146950798,0.01
1991M07,1991M07,2.679884544,1.523962708,0.293255342,-0.25
1991M08,1991M08,-0.302174285,-1.941952925,0.292397869,-0.11
1991M09,1991M09,0.181071367,-0.724721681,0.145878946,-0.23
1991M10,1991M10,0.015222205,-1.261360995,0.436364329,-0.43
1991M11,1991M11,0.934563295,-0.201799512,0.289855275,-0.49
1991M12,1991M12,7.358883941,5.824533971,0.072332734,-0.27
1992M01,1992M01,-0.600044863,-3.42693093,0.216684809,0.04
1992M02,1992M02,-1.011570034,-1.788208045,0.360101217,0.2
1992M03,1992M03,0.264303483,-0.119240012,0.21543994,-0.29
1992M04,1992M04,2.068350474,0.788727929,0.214976794,-0.12
1992M05,1992M05,-1.32912257,-2.799790242,0.285918708,0.03
1992M06,1992M06,1.912608894,1.344602835,0.285103543,-0.45
1992M07,1992M07,0.942189696,-0.752510726,0.213295495,-0.08
1992M08,1992M08,0.378651927,-0.82909885,0.212841513,-0.22
1992M09,1992M09,-1.182320541,-2.417694359,0.424328784,-0.05
1992M10,1992M10,2.756834343,2.225818265,0.281888841,0.27
1992M11,1992M11,3.271134866,2.122637255,0.140646999,0.09
1992M12,1992M12,0.143338919,-1.436420969,0.350754481,-0.22
1993M01,1993M01,1.724886841,0.682043861,0.209863666,-0.07
1993M02,1993M02,2.150781073,0.793145575,0.139664827,0.02
1993M03,1993M03,-1.341498949,-2.768475066,0.348311045,-0.08
1993M04,1993M04,0.724976302,0.115580445,0.277777956,0.09
1993M05,1993M05,0.865431406,-0.061348496,0.069324093,0.11
1993M06,1993M06,0.061003735,-1.093876458,0.138504177,-0.03
1993M07,1993M07,1.762465813,0.701542121,0.20739724,-0.02
1993M08,1993M08,1.354971778,0.037100889,0.138026247,-0.07
1993M09,1993M09,1.242269837,-0.117346183,0.412939334,0.07
1993M10,1993M10,0.007904002,-0.899426774,0.274348595,0.08
1993M11,1993M11,0.887539876,0.090303532,0.205268632,-0.04
1993M12,1993M12,1.736654505,0.571235858,0,-0.08
1994M01,1994M01,-0.074936398,-1.666393901,0.273037712,0.27
1994M02,1994M02,-1.423052999,-2.015634586,0.272294246,0.25
1994M03,1994M03,-3.345599491,-3.68981195,0.067957869,0.18
1994M04,1994M04,1.059050526,0.81312097,0.203596949,0.46
1994M05,1994M05,1.108893324,0.406164865,0.270819394,0
1994M06,1994M06,-0.518325528,-1.61884883,0.337496102,0.19
1994M07,1994M07,3.082631812,2.566798139,0.403497521,0.15
1994M08,1994M08,0.818003619,-0.386861949,0.20113986,0.14
1994M09,1994M09,-0.4423416,-1.418709096,0.066956815,0.33
1994M10,1994M10,-0.368385402,-1.045292071,0.267379838,0.34
1994M11,1994M11,-1.024200487,-1.494360801,0.200066756,0.31
1994M12,1994M12,2.451357309,2.011139561,0.266134555,0.11
1995M01,1995M01,3.819093677,2.555364566,0.265428158,0.06
1995M02,1995M02,2.558170097,0.970808612,0.198609797,-0.04
1995M03,1995M03,3.216791713,1.710865748,0.396040122,-0.08
1995M04,1995M04,3.348800312,1.879886306,0.19743343,0.02
1995M05,1995M05,3.179428928,1.574284241,0.197044399,-0.2
1995M06,1995M06,3.548716047,1.757545741,0.13114756,-0.05
1995M07,1995M07,0.514170718,-1.270657348,0.196399408,-0.02
1995M08,1995M08,3.718707708,2.638404999,0.130718973,-0.12
1995M09,1995M09,0.913575341,-0.975454238,0.260926436,0
1995M10,1995M10,2.359386079,1.287409304,0.130208352,0.08
1995M11,1995M11,3.390117486,1.971363184,0.13003903,-0.22
1995M12,1995M12,0.163980507,-1.759913934,0.518471673,-0.14
1996M01,1996M01,5.905795981,5.115639125,0.193735934,-0.17
1996M02,1996M02,-0.199371863,-2.508330605,0.32206147,0.13
1996M03,1996M03,0.197772266,-0.457861879,0.38510959,-0.01
1996M04,1996M04,2.35555444,1.547555657,0.192000059,0.07
1996M05,1996M05,1.279307755,-0.083437859,0.191632125,0.07
1996M06,1996M06,-3.474943904,-4.62324516,0.191265599,0.06
1996M07,1996M07,3.077434647,2.867782563,0.127307465,-0.1
1996M08,1996M08,2.025361663,0.280685398,0.317561397,0.04
1996M09,1996M09,4.120485617,2.926252201,0.316556136,-0.1
1996M10,1996M10,5.053032247,3.299890846,0.31555722,0.04
1996M11,1996M11,1.19913367,-0.601577061,0.251730781,-0.12
1996M12,1996M12,3.258137684,1.999768628,0.188383101,0.12
1997M01,1997M01,4.361744451,2.864883139,0.188028886,-0.02
1997M02,1997M02,-0.623129047,-2.480291609,0.062597811,0.13
1997M03,1997M03,-3.404896107,-4.249792071,0.062558651,0.02
1997M04,1997M04,9.218195166,8.818822517,0,-0.11
1997M05,1997M05,5.33715845,2.222367716,0.187441479,-0.12
1997M06,1997M06,5.736463766,3.584237982,0.12476608,0.12
1997M07,1997M07,0.348298912,-1.710412352,0.249066131,0.09
1997M08,1997M08,1.192517579,0.310623626,0.248447333,-0.19
1997M09,1997M09,1.645880024,0.315549491,0.185931259,0.02
1997M10,1997M10,-1.151547409,-2.428907178,0.123762392,0.17
1997M11,1997M11,2.635119783,2.000153902,0.061823804,0.02
1997M12,1997M12,0.237521258,-1.368291895,0.123533061,-0.12
1998M01,1998M01,6.402590932,5.200866652,0,0.05
1998M02,1998M02,5.313279413,2.920100417,0,-0.06
1998M03,1998M03,3.406526564,1.121076305,0.123380645,-0.08
1998M04,1998M04,-0.221108314,-2.015672485,0.246305543,0.05
1998M05,1998M05,0.11720888,-0.693832929,0.122925645,-0.02
1998M06,1998M06,4.468167793,3.389556378,0.184105606,-0.02
1998M07,1998M07,-6.970527331,-8.853074162,0.18376728,-0.06
1998M08,1998M08,-4.897932913,-4.537421272,0.061180791,-0.29
1998M09,1998M09,1.291074718,0.879089202,0.244349541,-0.65
1998M10,1998M10,10.97451823,9.161394369,0.121951235,0.45
1998M11,1998M11,4.104226558,1.326096883,0.243457211,-0.02
1998M12,1998M12,5.048270612,3.301013395,0.182204727,-0.05
1999M01,1999M01,-0.066153982,-2.09642449,-0.060698029,0.1
1999M02,1999M02,2.924066914,1.807938358,0.121359238,0
1999M03,1999M03,4.250022107,2.629420057,0.604596763,-0.15
1999M04,1999M04,-0.09883175,-1.62368875,0.060259116,0.21
1999M05,1999M05,-0.611767149,-1.483997517,0,0.07
1999M06,1999M06,4.522786366,3.549711139,0.360794138,-0.02
1999M07,1999M07,-3.774003511,-5.480968167,0.299670587,0.17
1999M08,1999M08,-0.597619066,-0.52344781,0.358423323,-0.04
1999M09,1999M09,-1.272365811,-1.979681509,0.238237159,0.18
1999M10,1999M10,7.106056447,6.626002917,0.178306139,0.21
1999M11,1999M11,2.808830578,0.623003741,0.296472201,0.13
1999M12,1999M12,-0.118796529,-1.401914627,0.236546533,0.12
2000M01,2000M01,-2.477940905,-3.249888906,0.412614791,0.23
2000M02,2000M02,3.941093599,3.935603127,0.586511945,0.14
2000M03,2000M03,1.424549823,0.231511794,0,-0.03
2000M04,2000M04,-2.838908049,-4.318196412,0.11689072,0.13
2000M05,2000M05,3.163362661,2.818067798,0.582412829,-0.1
2000M06,2000M06,0.849658449,-0.431832197,0.232018666,0.27
2000M07,2000M07,0.939013351,0.11857745,0.05792065,0.13
2000M08,2000M08,-1.08036119,-2.242017363,0.519781707,-0.09
2000M09,2000M09,-5.214418974,-5.704937515,0.172661913,0.11
2000M10,2000M10,-0.772743914,-0.604940493,0.172364306,0.06
2000M11,2000M11,-3.32023502,-4.089230248,0.229357899,-0.4
2000M12,2000M12,0.454381523,-0.204743244,0.57110378,-0.62
2001M01,2001M01,-2.136881721,-3.408198824,0.227531384,-0.27
2001M02,2001M02,-9.080541196,-9.848146821,0.056802046,-0.46
2001M03,2001M03,0.448037744,0.696778462,0.283527267,-0.55
2001M04,2001M04,6.878679297,5.3749244,0.451978171,-0.25
2001M05,2001M05,-2.389264545,-4.6996537,0.22522532,-0.13
2001M06,2001M06,-2.660115046,-3.240142449,-0.281611,0.02
2001M07,2001M07,-2.045723961,-2.957016085,0.05638568,-0.15
2001M08,2001M08,-11.2472069,-12.09395772,0.393812042,-0.72
